id_stat,nom_region,nom_espece,date_plantation,superficie,pluviometrie,temperature_min,temperature_max,taux_survie_plants,rendement_moyen,annee,temperature_moyenne,mois_plantation,année,log_pluviometrie,pluviometrie_cleaned
36,Comoé,Teck,2019-04-23,216.5,150.69,22.48,32.54,87.92,4.61,2019,27.509999999999998,4,2019,5.021838964603581,150.69
36,Comoé,Teck,2019-09-19,387.92,150.69,22.48,32.54,87.92,4.61,2019,27.509999999999998,9,2019,5.021838964603581,150.69
36,Comoé,Teck,2023-05-02,405.35,150.69,22.48,32.54,87.92,4.61,2019,27.509999999999998,5,2023,5.021838964603581,433.52
36,Comoé,Teck,2024-12-05,416.08,150.69,22.48,32.54,87.92,4.61,2019,27.509999999999998,12,2024,5.021838964603581,150.69
37,Comoé,Acajou,2019-11-12,281.55,359.52,17.97,33.5,99.61,5.11,2019,25.735,11,2019,5.8875474336882085,359.52
37,Comoé,Acajou,2020-03-01,480.98,359.52,17.97,33.5,99.61,5.11,2019,25.735,3,2020,5.8875474336882085,359.52
37,Comoé,Acajou,2020-06-06,64.49,359.52,17.97,33.5,99.61,5.11,2019,25.735,6,2020,5.8875474336882085,359.52
37,Comoé,Acajou,2021-05-19,214.53,359.52,17.97,33.5,99.61,5.11,2019,25.735,5,2021,5.8875474336882085,359.52
37,Comoé,Acajou,2023-04-24,115.75,359.52,17.97,33.5,99.61,5.11,2019,25.735,4,2023,5.8875474336882085,359.52
37,Comoé,Acajou,2023-08-20,122.03,359.52,17.97,33.5,99.61,5.11,2019,25.735,8,2023,5.8875474336882085,359.52
37,Comoé,Acajou,2024-05-08,162.74,359.52,17.97,33.5,99.61,5.11,2019,25.735,5,2024,5.8875474336882085,359.52
38,Comoé,Iroko,2019-09-24,122.11,485.53,24.44,32.11,60.18,3.14,2019,28.275,9,2019,6.187298564678606,485.53
38,Comoé,Iroko,2020-02-26,444.67,485.53,24.44,32.11,60.18,3.14,2019,28.275,2,2020,6.187298564678606,485.53
38,Comoé,Iroko,2020-05-29,297.55,485.53,24.44,32.11,60.18,3.14,2019,28.275,5,2020,6.187298564678606,485.53
38,Comoé,Iroko,2021-11-16,305.54,485.53,24.44,32.11,60.18,3.14,2019,28.275,11,2021,6.187298564678606,485.53
38,Comoé,Iroko,2022-04-20,258.73,485.53,24.44,32.11,60.18,3.14,2019,28.275,4,2022,6.187298564678606,485.53
38,Comoé,Iroko,2023-05-20,322.34,485.53,24.44,32.11,60.18,3.14,2019,28.275,5,2023,6.187298564678606,485.53
38,Comoé,Iroko,2024-12-17,98.8,485.53,24.44,32.11,60.18,3.14,2019,28.275,12,2024,6.187298564678606,485.53
39,Comoé,Samba,2019-03-20,272.53,114.12,17.47,32.26,97.63,5.21,2019,24.865,3,2019,4.745975062579112,114.12
39,Comoé,Samba,2019-07-29,300.86,114.12,17.47,32.26,97.63,5.21,2019,24.865,7,2019,4.745975062579112,114.12
39,Comoé,Samba,2022-07-07,94.12,114.12,17.47,32.26,97.63,5.21,2019,24.865,7,2022,4.745975062579112,114.12
39,Comoé,Samba,2023-11-02,493.45,114.12,17.47,32.26,97.63,5.21,2019,24.865,11,2023,4.745975062579112,114.12
40,Comoé,Eucalyptus,2019-12-31,21.01,464.69,20.57,33.57,79.25,8.19,2019,27.07,12,2019,6.1435201767064616,464.69
40,Comoé,Eucalyptus,2021-11-09,189.52,464.69,20.57,33.57,79.25,8.19,2019,27.07,11,2021,6.1435201767064616,464.69
40,Comoé,Eucalyptus,2022-03-26,451.2,464.69,20.57,33.57,79.25,8.19,2019,27.07,3,2022,6.1435201767064616,464.69
40,Comoé,Eucalyptus,2023-01-15,199.5,464.69,20.57,33.57,79.25,8.19,2019,27.07,1,2023,6.1435201767064616,464.69
40,Comoé,Eucalyptus,2023-10-16,312.94,464.69,20.57,33.57,79.25,8.19,2019,27.07,10,2023,6.1435201767064616,464.69
41,Denguélé,Cacao,2019-02-26,60.53,353.12,15.81,26.27,70.27,6.84,2019,21.04,2,2019,5.869635838742848,353.12
41,Denguélé,Cacao,2020-01-21,328.11,353.12,15.81,26.27,70.27,6.84,2019,21.04,1,2020,5.869635838742848,353.12
41,Denguélé,Cacao,2020-02-15,154.29,353.12,15.81,26.27,70.27,6.84,2019,21.04,2,2020,5.869635838742848,353.12
41,Denguélé,Cacao,2020-04-10,26.43,353.12,15.81,26.27,70.27,6.84,2019,21.04,4,2020,5.869635838742848,353.12
41,Denguélé,Cacao,2020-12-07,460.73,353.12,15.81,26.27,70.27,6.84,2019,21.04,12,2020,5.869635838742848,353.12
41,Denguélé,Cacao,2024-08-22,342.76,353.12,15.81,26.27,70.27,6.84,2019,21.04,8,2024,5.869635838742848,353.12
42,Denguélé,Café,2019-06-29,15.39,355.12,18.14,32.07,86.35,7.23,2019,25.105,6,2019,5.87526775270547,355.12
42,Denguélé,Café,2021-08-27,458.27,355.12,18.14,32.07,86.35,7.23,2019,25.105,8,2021,5.87526775270547,355.12
42,Denguélé,Café,2022-01-11,301.59,355.12,18.14,32.07,86.35,7.23,2019,25.105,1,2022,5.87526775270547,355.12
42,Denguélé,Café,2023-03-22,452.25,355.12,18.14,32.07,86.35,7.23,2019,25.105,3,2023,5.87526775270547,355.12
42,Denguélé,Café,2024-03-26,463.1,355.12,18.14,32.07,86.35,7.23,2019,25.105,3,2024,5.87526775270547,355.12
43,Denguélé,Palmier à huile,2019-04-08,315.83,6.55,21.64,27.67,61.72,2.29,2019,24.655,4,2019,2.0215475632609334,6.55
43,Denguélé,Palmier à huile,2019-04-26,381.34,6.55,21.64,27.67,61.72,2.29,2019,24.655,4,2019,2.0215475632609334,6.55
43,Denguélé,Palmier à huile,2019-05-02,212.18,6.55,21.64,27.67,61.72,2.29,2019,24.655,5,2019,2.0215475632609334,6.55
43,Denguélé,Palmier à huile,2020-06-17,71.08,6.55,21.64,27.67,61.72,2.29,2019,24.655,6,2020,2.0215475632609334,6.55
43,Denguélé,Palmier à huile,2022-12-17,231.7,6.55,21.64,27.67,61.72,2.29,2019,24.655,12,2022,2.0215475632609334,6.55
43,Denguélé,Palmier à huile,2023-07-16,403.8,6.55,21.64,27.67,61.72,2.29,2019,24.655,7,2023,2.0215475632609334,6.55
43,Denguélé,Palmier à huile,2023-07-21,458.06,6.55,21.64,27.67,61.72,2.29,2019,24.655,7,2023,2.0215475632609334,6.55
44,Denguélé,Hévéa,2019-01-19,141.65,226.16,21.44,32.9,70.06,1.66,2019,27.17,1,2019,5.425654615009232,226.16
44,Denguélé,Hévéa,2019-09-22,263.98,226.16,21.44,32.9,70.06,1.66,2019,27.17,9,2019,5.425654615009232,226.16
44,Denguélé,Hévéa,2020-02-08,288.47,226.16,21.44,32.9,70.06,1.66,2019,27.17,2,2020,5.425654615009232,226.16
44,Denguélé,Hévéa,2020-09-18,416.57,226.16,21.44,32.9,70.06,1.66,2019,27.17,9,2020,5.425654615009232,226.16
44,Denguélé,Hévéa,2021-08-14,50.92,226.16,21.44,32.9,70.06,1.66,2019,27.17,8,2021,5.425654615009232,226.16
44,Denguélé,Hévéa,2022-12-26,321.2,226.16,21.44,32.9,70.06,1.66,2019,27.17,12,2022,5.425654615009232,226.16
45,Denguélé,Anacardier,2019-05-12,147.58,181.54,21.46,33.56,70.15,5.96,2019,27.51,5,2019,5.206969327088731,181.54
45,Denguélé,Anacardier,2021-08-17,387.05,181.54,21.46,33.56,70.15,5.96,2019,27.51,8,2021,5.206969327088731,181.54
46,Denguélé,Mangue,2020-05-11,467.84,185.08,15.15,38.92,68.49,1.12,2019,27.035,5,2020,5.226176688770354,185.08
46,Denguélé,Mangue,2020-08-11,150.41,185.08,15.15,38.92,68.49,1.12,2019,27.035,8,2020,5.226176688770354,185.08
46,Denguélé,Mangue,2021-06-05,235.78,185.08,15.15,38.92,68.49,1.12,2019,27.035,6,2021,5.226176688770354,185.08
46,Denguélé,Mangue,2024-08-10,406.11,185.08,15.15,38.92,68.49,1.12,2019,27.035,8,2024,5.226176688770354,185.08
46,Denguélé,Mangue,2024-09-26,77.39,185.08,15.15,38.92,68.49,1.12,2019,27.035,9,2024,5.226176688770354,226.19
47,Denguélé,Goyave,2019-01-23,364.0,309.11,16.01,26.26,76.83,4.03,2019,21.135,1,2019,5.736927073248503,309.11
47,Denguélé,Goyave,2019-12-08,170.47,309.11,16.01,26.26,76.83,4.03,2019,21.135,12,2019,5.736927073248503,309.11
47,Denguélé,Goyave,2020-12-21,284.22,309.11,16.01,26.26,76.83,4.03,2019,21.135,12,2020,5.736927073248503,309.11
47,Denguélé,Goyave,2024-07-29,183.14,309.11,16.01,26.26,76.83,4.03,2019,21.135,7,2024,5.736927073248503,309.11
47,Denguélé,Goyave,2024-07-31,167.95,309.11,16.01,26.26,76.83,4.03,2019,21.135,7,2024,5.736927073248503,309.11
48,Denguélé,Papaye,2021-09-15,18.93,247.21,15.58,33.24,75.18,7.88,2019,24.41,9,2021,5.514275162047522,226.19
48,Denguélé,Papaye,2022-07-09,194.47,247.21,15.58,33.24,75.18,7.88,2019,24.41,7,2022,5.514275162047522,247.21
49,Denguélé,Cocotier,2019-04-16,374.53,70.46,23.02,26.12,94.23,4.15,2019,24.57,4,2019,4.2691378525952635,70.46
49,Denguélé,Cocotier,2020-02-09,335.12,70.46,23.02,26.12,94.23,4.15,2019,24.57,2,2020,4.2691378525952635,353.12
49,Denguélé,Cocotier,2020-10-22,400.67,70.46,23.02,26.12,94.23,4.15,2019,24.57,10,2020,4.2691378525952635,70.46
49,Denguélé,Cocotier,2021-09-25,473.6,70.46,23.02,26.12,94.23,4.15,2019,24.57,9,2021,4.2691378525952635,226.19
49,Denguélé,Cocotier,2022-05-01,251.39,70.46,23.02,26.12,94.23,4.15,2019,24.57,5,2022,4.2691378525952635,70.46
49,Denguélé,Cocotier,2022-06-24,191.53,70.46,23.02,26.12,94.23,4.15,2019,24.57,6,2022,4.2691378525952635,70.46
49,Denguélé,Cocotier,2022-12-05,387.75,70.46,23.02,26.12,94.23,4.15,2019,24.57,12,2022,4.2691378525952635,70.46
49,Denguélé,Cocotier,2023-11-02,147.17,70.46,23.02,26.12,94.23,4.15,2019,24.57,11,2023,4.2691378525952635,70.46
50,Denguélé,Teck,2021-02-28,55.62,477.03,21.06,28.43,64.14,3.6,2019,24.744999999999997,2,2021,6.169673492028311,477.03
50,Denguélé,Teck,2021-12-18,142.66,477.03,21.06,28.43,64.14,3.6,2019,24.744999999999997,12,2021,6.169673492028311,477.03
50,Denguélé,Teck,2022-05-26,130.74,477.03,21.06,28.43,64.14,3.6,2019,24.744999999999997,5,2022,6.169673492028311,477.03
50,Denguélé,Teck,2024-02-04,46.28,477.03,21.06,28.43,64.14,3.6,2019,24.744999999999997,2,2024,6.169673492028311,477.03
50,Denguélé,Teck,2024-08-02,27.97,477.03,21.06,28.43,64.14,3.6,2019,24.744999999999997,8,2024,6.169673492028311,477.03
51,Denguélé,Acajou,2023-10-09,270.97,49.72,17.43,35.83,61.68,2.07,2019,26.63,10,2023,3.9263203101289705,49.72
52,Denguélé,Iroko,2019-04-26,317.5,329.39,21.92,37.74,60.03,5.23,2019,29.830000000000002,4,2019,5.800273774844962,329.39
52,Denguélé,Iroko,2020-08-28,149.7,329.39,21.92,37.74,60.03,5.23,2019,29.830000000000002,8,2020,5.800273774844962,329.39
52,Denguélé,Iroko,2021-06-04,248.84,329.39,21.92,37.74,60.03,5.23,2019,29.830000000000002,6,2021,5.800273774844962,329.39
52,Denguélé,Iroko,2021-10-11,312.88,329.39,21.92,37.74,60.03,5.23,2019,29.830000000000002,10,2021,5.800273774844962,329.39
53,Denguélé,Samba,2019-09-15,409.58,226.22,16.41,27.65,80.07,8.8,2019,22.03,9,2019,5.425918711141758,226.22
53,Denguélé,Samba,2020-03-31,99.12,226.22,16.41,27.65,80.07,8.8,2019,22.03,3,2020,5.425918711141758,355.12
53,Denguélé,Samba,2020-10-22,382.51,226.22,16.41,27.65,80.07,8.8,2019,22.03,10,2020,5.425918711141758,226.22
53,Denguélé,Samba,2021-01-01,313.86,226.22,16.41,27.65,80.07,8.8,2019,22.03,1,2021,5.425918711141758,226.22
53,Denguélé,Samba,2021-06-10,197.74,226.22,16.41,27.65,80.07,8.8,2019,22.03,6,2021,5.425918711141758,226.22
53,Denguélé,Samba,2022-06-20,352.1,226.22,16.41,27.65,80.07,8.8,2019,22.03,6,2022,5.425918711141758,226.22
53,Denguélé,Samba,2022-08-13,56.05,226.22,16.41,27.65,80.07,8.8,2019,22.03,8,2022,5.425918711141758,226.22
53,Denguélé,Samba,2023-01-24,407.17,226.22,16.41,27.65,80.07,8.8,2019,22.03,1,2023,5.425918711141758,226.22
53,Denguélé,Samba,2023-09-13,455.05,226.22,16.41,27.65,80.07,8.8,2019,22.03,9,2023,5.425918711141758,226.22
53,Denguélé,Samba,2023-09-16,433.71,226.22,16.41,27.65,80.07,8.8,2019,22.03,9,2023,5.425918711141758,226.22
53,Denguélé,Samba,2024-04-23,439.96,226.22,16.41,27.65,80.07,8.8,2019,22.03,4,2024,5.425918711141758,226.22
54,Denguélé,Eucalyptus,2020-12-06,299.51,368.79,17.39,26.66,76.47,7.99,2019,22.025,12,2020,5.91293527694326,368.79
54,Denguélé,Eucalyptus,2022-02-12,119.89,368.79,17.39,26.66,76.47,7.99,2019,22.025,2,2022,5.91293527694326,368.79
54,Denguélé,Eucalyptus,2022-03-08,37.59,368.79,17.39,26.66,76.47,7.99,2019,22.025,3,2022,5.91293527694326,368.79
54,Denguélé,Eucalyptus,2023-05-03,90.49,368.79,17.39,26.66,76.47,7.99,2019,22.025,5,2023,5.91293527694326,368.79
54,Denguélé,Eucalyptus,2023-06-06,251.14,368.79,17.39,26.66,76.47,7.99,2019,22.025,6,2023,5.91293527694326,368.79
54,Denguélé,Eucalyptus,2023-08-06,242.35,368.79,17.39,26.66,76.47,7.99,2019,22.025,8,2023,5.91293527694326,368.79
54,Denguélé,Eucalyptus,2024-07-29,295.69,368.79,17.39,26.66,76.47,7.99,2019,22.025,7,2024,5.91293527694326,368.79
55,Gôh-Djiboua,Cacao,2019-11-26,465.55,89.27,21.53,28.57,87.14,8.1,2019,25.05,11,2019,4.502805179310063,89.27
55,Gôh-Djiboua,Cacao,2020-03-26,205.1,89.27,21.53,28.57,87.14,8.1,2019,25.05,3,2020,4.502805179310063,89.27
55,Gôh-Djiboua,Cacao,2021-05-01,73.29,89.27,21.53,28.57,87.14,8.1,2019,25.05,5,2021,4.502805179310063,89.27
55,Gôh-Djiboua,Cacao,2023-11-02,143.97,89.27,21.53,28.57,87.14,8.1,2019,25.05,11,2023,4.502805179310063,89.27
56,Gôh-Djiboua,Café,2022-04-18,95.44,167.45,16.39,36.91,97.77,6.99,2019,26.65,4,2022,5.126638969852562,167.45
56,Gôh-Djiboua,Café,2023-04-05,482.17,167.45,16.39,36.91,97.77,6.99,2019,26.65,4,2023,5.126638969852562,167.45
57,Gôh-Djiboua,Palmier à huile,2019-02-04,193.69,318.2,15.51,28.86,93.29,1.09,2019,22.185,2,2019,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2019-05-20,332.76,318.2,15.51,28.86,93.29,1.09,2019,22.185,5,2019,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2020-10-12,27.91,318.2,15.51,28.86,93.29,1.09,2019,22.185,10,2020,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2020-10-31,225.67,318.2,15.51,28.86,93.29,1.09,2019,22.185,10,2020,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2021-04-24,268.57,318.2,15.51,28.86,93.29,1.09,2019,22.185,4,2021,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2021-07-27,96.95,318.2,15.51,28.86,93.29,1.09,2019,22.185,7,2021,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2021-08-19,354.79,318.2,15.51,28.86,93.29,1.09,2019,22.185,8,2021,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2021-09-18,26.85,318.2,15.51,28.86,93.29,1.09,2019,22.185,9,2021,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2023-02-19,204.95,318.2,15.51,28.86,93.29,1.09,2019,22.185,2,2023,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2024-04-24,253.22,318.2,15.51,28.86,93.29,1.09,2019,22.185,4,2024,5.765817865575654,318.2
57,Gôh-Djiboua,Palmier à huile,2024-06-25,307.03,318.2,15.51,28.86,93.29,1.09,2019,22.185,6,2024,5.765817865575654,318.2
58,Gôh-Djiboua,Hévéa,2019-02-17,492.97,28.54,20.31,39.05,79.44,3.75,2019,29.68,2,2019,3.3857452771032337,28.54
58,Gôh-Djiboua,Hévéa,2019-06-09,351.03,28.54,20.31,39.05,79.44,3.75,2019,29.68,6,2019,3.3857452771032337,28.54
58,Gôh-Djiboua,Hévéa,2020-12-30,475.4,28.54,20.31,39.05,79.44,3.75,2019,29.68,12,2020,3.3857452771032337,28.54
58,Gôh-Djiboua,Hévéa,2021-02-08,110.44,28.54,20.31,39.05,79.44,3.75,2019,29.68,2,2021,3.3857452771032337,28.54
58,Gôh-Djiboua,Hévéa,2021-12-15,236.71,28.54,20.31,39.05,79.44,3.75,2019,29.68,12,2021,3.3857452771032337,28.54
58,Gôh-Djiboua,Hévéa,2022-11-22,292.49,28.54,20.31,39.05,79.44,3.75,2019,29.68,11,2022,3.3857452771032337,28.54
58,Gôh-Djiboua,Hévéa,2022-12-24,84.9,28.54,20.31,39.05,79.44,3.75,2019,29.68,12,2022,3.3857452771032337,28.54
58,Gôh-Djiboua,Hévéa,2023-09-12,165.82,28.54,20.31,39.05,79.44,3.75,2019,29.68,9,2023,3.3857452771032337,28.54
58,Gôh-Djiboua,Hévéa,2024-05-05,186.88,28.54,20.31,39.05,79.44,3.75,2019,29.68,5,2024,3.3857452771032337,28.54
58,Gôh-Djiboua,Hévéa,2024-09-10,186.15,28.54,20.31,39.05,79.44,3.75,2019,29.68,9,2024,3.3857452771032337,28.54
59,Gôh-Djiboua,Anacardier,2019-01-24,108.8,417.65,18.21,27.8,93.77,3.7,2019,23.005000000000003,1,2019,6.037035248650441,417.65
59,Gôh-Djiboua,Anacardier,2019-06-17,179.71,417.65,18.21,27.8,93.77,3.7,2019,23.005000000000003,6,2019,6.037035248650441,417.65
59,Gôh-Djiboua,Anacardier,2022-10-12,181.95,417.65,18.21,27.8,93.77,3.7,2019,23.005000000000003,10,2022,6.037035248650441,417.65
59,Gôh-Djiboua,Anacardier,2022-11-30,344.67,417.65,18.21,27.8,93.77,3.7,2019,23.005000000000003,11,2022,6.037035248650441,417.65
59,Gôh-Djiboua,Anacardier,2023-08-14,448.81,417.65,18.21,27.8,93.77,3.7,2019,23.005000000000003,8,2023,6.037035248650441,417.65
59,Gôh-Djiboua,Anacardier,2024-06-27,429.18,417.65,18.21,27.8,93.77,3.7,2019,23.005000000000003,6,2024,6.037035248650441,417.65
60,Gôh-Djiboua,Mangue,2020-01-26,200.2,147.31,15.14,36.07,90.36,4.94,2019,25.605,1,2020,4.999304677753871,147.31
60,Gôh-Djiboua,Mangue,2020-01-29,128.51,147.31,15.14,36.07,90.36,4.94,2019,25.605,1,2020,4.999304677753871,147.31
60,Gôh-Djiboua,Mangue,2021-05-11,42.87,147.31,15.14,36.07,90.36,4.94,2019,25.605,5,2021,4.999304677753871,147.31
60,Gôh-Djiboua,Mangue,2021-07-14,200.71,147.31,15.14,36.07,90.36,4.94,2019,25.605,7,2021,4.999304677753871,147.31
60,Gôh-Djiboua,Mangue,2024-05-01,320.37,147.31,15.14,36.07,90.36,4.94,2019,25.605,5,2024,4.999304677753871,147.31
60,Gôh-Djiboua,Mangue,2024-06-27,308.69,147.31,15.14,36.07,90.36,4.94,2019,25.605,6,2024,4.999304677753871,147.31
60,Gôh-Djiboua,Mangue,2024-11-27,136.36,147.31,15.14,36.07,90.36,4.94,2019,25.605,11,2024,4.999304677753871,147.31
61,Gôh-Djiboua,Goyave,2019-07-10,184.49,398.71,21.58,37.76,61.47,9.81,2019,29.669999999999998,7,2019,5.990739284168387,398.71
61,Gôh-Djiboua,Goyave,2019-07-12,252.27,398.71,21.58,37.76,61.47,9.81,2019,29.669999999999998,7,2019,5.990739284168387,398.71
61,Gôh-Djiboua,Goyave,2020-11-19,307.29,398.71,21.58,37.76,61.47,9.81,2019,29.669999999999998,11,2020,5.990739284168387,398.71
61,Gôh-Djiboua,Goyave,2021-05-31,68.73,398.71,21.58,37.76,61.47,9.81,2019,29.669999999999998,5,2021,5.990739284168387,398.71
61,Gôh-Djiboua,Goyave,2024-01-03,316.67,398.71,21.58,37.76,61.47,9.81,2019,29.669999999999998,1,2024,5.990739284168387,398.71
61,Gôh-Djiboua,Goyave,2024-10-25,387.3,398.71,21.58,37.76,61.47,9.81,2019,29.669999999999998,10,2024,5.990739284168387,398.71
62,Gôh-Djiboua,Papaye,2022-01-10,100.42,485.77,18.31,32.23,80.4,6.98,2019,25.269999999999996,1,2022,6.187791732262833,485.77
63,Gôh-Djiboua,Cocotier,2019-06-17,350.03,238.03,21.64,39.05,89.74,8.14,2019,30.345,6,2019,5.476589067066709,238.03
63,Gôh-Djiboua,Cocotier,2020-08-27,111.86,238.03,21.64,39.05,89.74,8.14,2019,30.345,8,2020,5.476589067066709,238.03
63,Gôh-Djiboua,Cocotier,2022-10-04,159.26,238.03,21.64,39.05,89.74,8.14,2019,30.345,10,2022,5.476589067066709,238.03
63,Gôh-Djiboua,Cocotier,2022-11-17,51.57,238.03,21.64,39.05,89.74,8.14,2019,30.345,11,2022,5.476589067066709,238.03
63,Gôh-Djiboua,Cocotier,2024-06-02,12.48,238.03,21.64,39.05,89.74,8.14,2019,30.345,6,2024,5.476589067066709,238.03
63,Gôh-Djiboua,Cocotier,2024-08-10,18.13,238.03,21.64,39.05,89.74,8.14,2019,30.345,8,2024,5.476589067066709,238.03
64,Gôh-Djiboua,Teck,2022-03-05,477.43,64.02,16.52,27.08,81.59,4.36,2019,21.799999999999997,3,2022,4.174694914875759,64.02
64,Gôh-Djiboua,Teck,2022-06-03,185.5,64.02,16.52,27.08,81.59,4.36,2019,21.799999999999997,6,2022,4.174694914875759,64.02
64,Gôh-Djiboua,Teck,2022-11-24,98.9,64.02,16.52,27.08,81.59,4.36,2019,21.799999999999997,11,2022,4.174694914875759,64.02
64,Gôh-Djiboua,Teck,2023-07-14,261.85,64.02,16.52,27.08,81.59,4.36,2019,21.799999999999997,7,2023,4.174694914875759,64.02
64,Gôh-Djiboua,Teck,2023-10-19,230.77,64.02,16.52,27.08,81.59,4.36,2019,21.799999999999997,10,2023,4.174694914875759,64.02
64,Gôh-Djiboua,Teck,2024-10-19,464.88,64.02,16.52,27.08,81.59,4.36,2019,21.799999999999997,10,2024,4.174694914875759,64.02
64,Gôh-Djiboua,Teck,2024-11-02,219.81,64.02,16.52,27.08,81.59,4.36,2019,21.799999999999997,11,2024,4.174694914875759,64.02
65,Gôh-Djiboua,Acajou,2020-05-17,484.96,318.78,23.87,32.08,66.39,8.64,2019,27.975,5,2020,5.767633259357274,318.78
65,Gôh-Djiboua,Acajou,2023-05-13,210.61,318.78,23.87,32.08,66.39,8.64,2019,27.975,5,2023,5.767633259357274,318.78
66,Gôh-Djiboua,Iroko,2019-06-22,459.48,65.36,23.87,31.75,91.35,6.36,2019,27.810000000000002,6,2019,4.195094465322244,65.36
66,Gôh-Djiboua,Iroko,2019-12-20,386.8,65.36,23.87,31.75,91.35,6.36,2019,27.810000000000002,12,2019,4.195094465322244,65.36
66,Gôh-Djiboua,Iroko,2020-05-13,49.86,65.36,23.87,31.75,91.35,6.36,2019,27.810000000000002,5,2020,4.195094465322244,65.36
67,Gôh-Djiboua,Samba,2019-04-05,454.17,261.37,19.28,25.38,85.33,4.52,2019,22.33,4,2019,5.569755721265552,261.37
67,Gôh-Djiboua,Samba,2020-03-25,32.27,261.37,19.28,25.38,85.33,4.52,2019,22.33,3,2020,5.569755721265552,157.18
67,Gôh-Djiboua,Samba,2021-01-18,265.9,261.37,19.28,25.38,85.33,4.52,2019,22.33,1,2021,5.569755721265552,261.37
67,Gôh-Djiboua,Samba,2021-12-20,289.25,261.37,19.28,25.38,85.33,4.52,2019,22.33,12,2021,5.569755721265552,261.37
68,Gôh-Djiboua,Eucalyptus,2020-02-08,329.46,157.18,20.09,38.61,88.21,3.07,2019,29.35,2,2020,5.063733625091271,157.18
68,Gôh-Djiboua,Eucalyptus,2020-12-21,351.05,157.18,20.09,38.61,88.21,3.07,2019,29.35,12,2020,5.063733625091271,157.18
68,Gôh-Djiboua,Eucalyptus,2021-09-04,482.86,157.18,20.09,38.61,88.21,3.07,2019,29.35,9,2021,5.063733625091271,157.18
68,Gôh-Djiboua,Eucalyptus,2022-03-24,408.32,157.18,20.09,38.61,88.21,3.07,2019,29.35,3,2022,5.063733625091271,157.18
68,Gôh-Djiboua,Eucalyptus,2022-06-14,223.7,157.18,20.09,38.61,88.21,3.07,2019,29.35,6,2022,5.063733625091271,157.18
68,Gôh-Djiboua,Eucalyptus,2022-09-08,312.93,157.18,20.09,38.61,88.21,3.07,2019,29.35,9,2022,5.063733625091271,157.18
68,Gôh-Djiboua,Eucalyptus,2023-10-10,89.0,157.18,20.09,38.61,88.21,3.07,2019,29.35,10,2023,5.063733625091271,157.18
68,Gôh-Djiboua,Eucalyptus,2024-02-01,429.29,157.18,20.09,38.61,88.21,3.07,2019,29.35,2,2024,5.063733625091271,157.18
68,Gôh-Djiboua,Eucalyptus,2024-03-08,376.26,157.18,20.09,38.61,88.21,3.07,2019,29.35,3,2024,5.063733625091271,157.18
69,Lacs,Cacao,2019-04-09,153.15,247.57,19.81,33.89,67.45,3.39,2019,26.85,4,2019,5.51572449601031,247.57
69,Lacs,Cacao,2020-09-06,199.19,247.57,19.81,33.89,67.45,3.39,2019,26.85,9,2020,5.51572449601031,247.57
69,Lacs,Cacao,2021-11-09,127.39,247.57,19.81,33.89,67.45,3.39,2019,26.85,11,2021,5.51572449601031,247.57
69,Lacs,Cacao,2022-06-15,224.36,247.57,19.81,33.89,67.45,3.39,2019,26.85,6,2022,5.51572449601031,247.57
69,Lacs,Cacao,2022-10-18,302.73,247.57,19.81,33.89,67.45,3.39,2019,26.85,10,2022,5.51572449601031,247.57
69,Lacs,Cacao,2023-09-04,17.13,247.57,19.81,33.89,67.45,3.39,2019,26.85,9,2023,5.51572449601031,247.57
70,Lacs,Café,2023-04-02,495.13,284.94,22.62,38.15,88.46,8.44,2019,30.384999999999998,4,2023,5.655781998601018,284.94
70,Lacs,Café,2024-08-19,236.64,284.94,22.62,38.15,88.46,8.44,2019,30.384999999999998,8,2024,5.655781998601018,284.94
70,Lacs,Café,2024-09-05,32.54,284.94,22.62,38.15,88.46,8.44,2019,30.384999999999998,9,2024,5.655781998601018,284.94
70,Lacs,Café,2024-09-22,447.35,284.94,22.62,38.15,88.46,8.44,2019,30.384999999999998,9,2024,5.655781998601018,284.94
71,Lacs,Palmier à huile,2019-11-30,470.52,261.37,19.28,25.38,96.63,6.31,2019,22.33,11,2019,5.569755721265552,261.37
71,Lacs,Palmier à huile,2020-09-18,153.67,261.37,19.28,25.38,96.63,6.31,2019,22.33,9,2020,5.569755721265552,261.37
71,Lacs,Palmier à huile,2020-09-29,266.95,261.37,19.28,25.38,96.63,6.31,2019,22.33,9,2020,5.569755721265552,261.37
71,Lacs,Palmier à huile,2021-05-31,270.98,261.37,19.28,25.38,96.63,6.31,2019,22.33,5,2021,5.569755721265552,261.37
71,Lacs,Palmier à huile,2022-11-30,32.2,261.37,19.28,25.38,96.63,6.31,2019,22.33,11,2022,5.569755721265552,261.37
