id_stat,nom_region,nom_espece,date_plantation,superficie,pluviometrie,temperature_min,temperature_max,taux_survie_plants,rendement_moyen,annee
331,Vallée du Bandama,Palmier à huile,2023-07-02,314.82,124.83,19.89,28.32,94.49,9.29,2020
332,Vallée du Bandama,Hévéa,2019-03-25,449.08,499.86,24.97,33.33,80.23,6.14,2020
332,Vallée du Bandama,Hévéa,2021-12-21,416.81,499.86,24.97,33.33,80.23,6.14,2020
333,Vallée du Bandama,Anacardier,2019-03-15,427.57,363.97,19.96,31.55,79.21,3.09,2020
333,Vallée du Bandama,Anacardier,2021-06-06,202.2,363.97,19.96,31.55,79.21,3.09,2020
333,Vallée du Bandama,Anacardier,2021-12-23,77.04,363.97,19.96,31.55,79.21,3.09,2020
333,Vallée du Bandama,Anacardier,2022-11-30,119.56,363.97,19.96,31.55,79.21,3.09,2020
333,Vallée du Bandama,Anacardier,2022-12-16,38.46,363.97,19.96,31.55,79.21,3.09,2020
333,Vallée du Bandama,Anacardier,2023-12-11,188.18,363.97,19.96,31.55,79.21,3.09,2020
333,Vallée du Bandama,Anacardier,2024-07-08,111.1,363.97,19.96,31.55,79.21,3.09,2020
334,Vallée du Bandama,Mangue,2019-02-14,242.24,438.6,18.92,37.25,60.61,1.98,2020
334,Vallée du Bandama,Mangue,2019-10-15,164.03,438.6,18.92,37.25,60.61,1.98,2020
334,Vallée du Bandama,Mangue,2020-04-01,426.33,438.6,18.92,37.25,60.61,1.98,2020
334,Vallée du Bandama,Mangue,2020-12-18,255.74,438.6,18.92,37.25,60.61,1.98,2020
334,Vallée du Bandama,Mangue,2021-02-21,328.48,438.6,18.92,37.25,60.61,1.98,2020
334,Vallée du Bandama,Mangue,2021-05-12,22.42,438.6,18.92,37.25,60.61,1.98,2020
334,Vallée du Bandama,Mangue,2021-11-22,145.92,438.6,18.92,37.25,60.61,1.98,2020
334,Vallée du Bandama,Mangue,2022-01-22,242.0,438.6,18.92,37.25,60.61,1.98,2020
334,Vallée du Bandama,Mangue,2023-09-30,177.62,438.6,18.92,37.25,60.61,1.98,2020
335,Vallée du Bandama,Goyave,2023-09-01,104.22,348.14,18.4,35.87,80.84,6.98,2020
335,Vallée du Bandama,Goyave,2024-12-27,176.99,348.14,18.4,35.87,80.84,6.98,2020
336,Vallée du Bandama,Papaye,2019-05-20,388.4,69.68,23.35,39.77,65.54,4.67,2020
336,Vallée du Bandama,Papaye,2022-04-19,297.03,69.68,23.35,39.77,65.54,4.67,2020
336,Vallée du Bandama,Papaye,2022-05-29,282.16,69.68,23.35,39.77,65.54,4.67,2020
337,Vallée du Bandama,Cocotier,2020-03-24,351.54,437.94,20.39,29.24,64.0,8.97,2020
337,Vallée du Bandama,Cocotier,2022-10-06,24.1,437.94,20.39,29.24,64.0,8.97,2020
337,Vallée du Bandama,Cocotier,2023-01-22,228.54,437.94,20.39,29.24,64.0,8.97,2020
337,Vallée du Bandama,Cocotier,2024-03-15,495.08,437.94,20.39,29.24,64.0,8.97,2020
337,Vallée du Bandama,Cocotier,2024-06-03,173.78,437.94,20.39,29.24,64.0,8.97,2020
337,Vallée du Bandama,Cocotier,2024-09-13,171.05,437.94,20.39,29.24,64.0,8.97,2020
337,Vallée du Bandama,Cocotier,2024-09-20,458.28,437.94,20.39,29.24,64.0,8.97,2020
338,Vallée du Bandama,Teck,2020-03-02,403.08,167.6,23.03,25.07,75.99,5.88,2020
338,Vallée du Bandama,Teck,2022-11-24,444.73,167.6,23.03,25.07,75.99,5.88,2020
338,Vallée du Bandama,Teck,2023-09-10,462.02,167.6,23.03,25.07,75.99,5.88,2020
339,Vallée du Bandama,Acajou,2021-10-11,353.47,58.45,24.4,34.42,99.6,4.81,2020
339,Vallée du Bandama,Acajou,2022-07-14,181.11,58.45,24.4,34.42,99.6,4.81,2020
340,Vallée du Bandama,Iroko,2023-07-19,325.21,411.05,18.8,36.63,77.6,6.21,2020
340,Vallée du Bandama,Iroko,2023-08-29,319.81,411.05,18.8,36.63,77.6,6.21,2020
341,Vallée du Bandama,Samba,2019-02-26,422.5,81.81,22.95,35.41,75.28,5.21,2020
341,Vallée du Bandama,Samba,2019-10-15,234.54,81.81,22.95,35.41,75.28,5.21,2020
341,Vallée du Bandama,Samba,2020-02-06,277.35,81.81,22.95,35.41,75.28,5.21,2020
341,Vallée du Bandama,Samba,2021-05-27,256.54,81.81,22.95,35.41,75.28,5.21,2020
342,Vallée du Bandama,Eucalyptus,2023-01-13,245.76,448.17,15.13,26.28,86.34,6.32,2020
342,Vallée du Bandama,Eucalyptus,2023-08-27,48.44,448.17,15.13,26.28,86.34,6.32,2020
342,Vallée du Bandama,Eucalyptus,2024-01-14,450.29,448.17,15.13,26.28,86.34,6.32,2020
342,Vallée du Bandama,Eucalyptus,2024-07-18,368.13,448.17,15.13,26.28,86.34,6.32,2020
343,Woroba,Cacao,2020-04-14,29.26,149.36,24.41,28.89,66.12,7.77,2020
343,Woroba,Cacao,2020-06-05,239.64,149.36,24.41,28.89,66.12,7.77,2020
343,Woroba,Cacao,2020-08-22,275.92,149.36,24.41,28.89,66.12,7.77,2020
343,Woroba,Cacao,2021-04-30,32.16,149.36,24.41,28.89,66.12,7.77,2020
343,Woroba,Cacao,2022-05-22,15.56,149.36,24.41,28.89,66.12,7.77,2020
343,Woroba,Cacao,2022-10-13,472.03,149.36,24.41,28.89,66.12,7.77,2020
343,Woroba,Cacao,2023-07-25,353.96,149.36,24.41,28.89,66.12,7.77,2020
343,Woroba,Cacao,2024-01-21,480.92,149.36,24.41,28.89,66.12,7.77,2020
344,Woroba,Café,2019-11-24,406.84,376.36,16.59,38.21,75.14,8.13,2020
344,Woroba,Café,2020-06-16,410.55,376.36,16.59,38.21,75.14,8.13,2020
344,Woroba,Café,2021-02-25,370.18,376.36,16.59,38.21,75.14,8.13,2020
344,Woroba,Café,2021-12-01,128.81,376.36,16.59,38.21,75.14,8.13,2020
344,Woroba,Café,2022-03-11,474.95,376.36,16.59,38.21,75.14,8.13,2020
344,Woroba,Café,2024-10-03,36.83,376.36,16.59,38.21,75.14,8.13,2020
345,Woroba,Palmier à huile,2023-02-28,339.35,219.76,16.06,34.61,96.47,9.84,2020
345,Woroba,Palmier à huile,2024-10-27,264.21,219.76,16.06,34.61,96.47,9.84,2020
346,Woroba,Hévéa,2019-02-07,470.35,331.26,18.12,32.8,76.55,4.15,2020
346,Woroba,Hévéa,2019-04-26,144.29,331.26,18.12,32.8,76.55,4.15,2020
346,Woroba,Hévéa,2019-05-01,251.38,331.26,18.12,32.8,76.55,4.15,2020
346,Woroba,Hévéa,2021-03-10,356.96,331.26,18.12,32.8,76.55,4.15,2020
346,Woroba,Hévéa,2023-05-04,67.36,331.26,18.12,32.8,76.55,4.15,2020
346,Woroba,Hévéa,2024-11-24,454.11,331.26,18.12,32.8,76.55,4.15,2020
347,Woroba,Anacardier,2019-05-31,366.83,196.25,19.8,34.0,71.34,4.96,2020
347,Woroba,Anacardier,2020-10-13,490.22,196.25,19.8,34.0,71.34,4.96,2020
347,Woroba,Anacardier,2021-10-10,368.68,196.25,19.8,34.0,71.34,4.96,2020
347,Woroba,Anacardier,2023-09-26,359.49,196.25,19.8,34.0,71.34,4.96,2020
347,Woroba,Anacardier,2023-12-03,19.83,196.25,19.8,34.0,71.34,4.96,2020
348,Woroba,Mangue,2019-01-29,151.43,192.76,18.4,33.12,96.46,4.22,2020
348,Woroba,Mangue,2022-01-04,222.59,192.76,18.4,33.12,96.46,4.22,2020
348,Woroba,Mangue,2023-09-03,96.43,192.76,18.4,33.12,96.46,4.22,2020
348,Woroba,Mangue,2023-10-09,492.57,192.76,18.4,33.12,96.46,4.22,2020
348,Woroba,Mangue,2024-01-29,213.26,192.76,18.4,33.12,96.46,4.22,2020
349,Woroba,Goyave,2019-02-06,210.28,280.64,22.71,32.41,78.79,6.37,2020
349,Woroba,Goyave,2019-02-10,143.43,280.64,22.71,32.41,78.79,6.37,2020
349,Woroba,Goyave,2020-01-08,371.38,280.64,22.71,32.41,78.79,6.37,2020
349,Woroba,Goyave,2020-03-12,356.06,280.64,22.71,32.41,78.79,6.37,2020
349,Woroba,Goyave,2020-05-06,185.83,280.64,22.71,32.41,78.79,6.37,2020
349,Woroba,Goyave,2021-03-05,126.24,280.64,22.71,32.41,78.79,6.37,2020
349,Woroba,Goyave,2021-05-13,54.73,280.64,22.71,32.41,78.79,6.37,2020
349,Woroba,Goyave,2022-01-08,83.46,280.64,22.71,32.41,78.79,6.37,2020
349,Woroba,Goyave,2024-05-05,217.87,280.64,22.71,32.41,78.79,6.37,2020
349,Woroba,Goyave,2024-05-20,133.37,280.64,22.71,32.41,78.79,6.37,2020
350,Woroba,Papaye,2020-06-30,131.76,276.25,20.2,27.14,88.65,2.43,2020
350,Woroba,Papaye,2020-12-28,252.64,276.25,20.2,27.14,88.65,2.43,2020
350,Woroba,Papaye,2024-02-04,187.57,276.25,20.2,27.14,88.65,2.43,2020
350,Woroba,Papaye,2024-05-15,159.08,276.25,20.2,27.14,88.65,2.43,2020
350,Woroba,Papaye,2024-07-04,168.25,276.25,20.2,27.14,88.65,2.43,2020
351,Woroba,Cocotier,2020-10-24,223.07,240.57,20.33,25.78,93.5,9.76,2020
351,Woroba,Cocotier,2023-07-13,179.39,240.57,20.33,25.78,93.5,9.76,2020
351,Woroba,Cocotier,2023-07-18,138.51,240.57,20.33,25.78,93.5,9.76,2020
351,Woroba,Cocotier,2023-10-24,267.13,240.57,20.33,25.78,93.5,9.76,2020
351,Woroba,Cocotier,2024-01-14,439.62,240.57,20.33,25.78,93.5,9.76,2020
352,Woroba,Teck,2021-05-02,69.11,365.79,15.82,25.91,62.4,6.06,2020
352,Woroba,Teck,2022-09-03,84.32,365.79,15.82,25.91,62.4,6.06,2020
352,Woroba,Teck,2023-02-19,477.49,365.79,15.82,25.91,62.4,6.06,2020
352,Woroba,Teck,2024-03-18,412.42,365.79,15.82,25.91,62.4,6.06,2020
352,Woroba,Teck,2024-12-05,403.71,365.79,15.82,25.91,62.4,6.06,2020
353,Woroba,Acajou,2019-01-15,481.46,6.55,21.64,27.67,81.57,7.27,2020
353,Woroba,Acajou,2019-10-25,30.03,6.55,21.64,27.67,81.57,7.27,2020
353,Woroba,Acajou,2022-04-23,126.25,6.55,21.64,27.67,81.57,7.27,2020
353,Woroba,Acajou,2024-01-01,368.96,6.55,21.64,27.67,81.57,7.27,2020
354,Woroba,Iroko,2019-02-18,47.17,92.11,23.94,34.81,83.17,9.08,2020
354,Woroba,Iroko,2021-03-29,86.51,92.11,23.94,34.81,83.17,9.08,2020
354,Woroba,Iroko,2021-07-02,485.26,92.11,23.94,34.81,83.17,9.08,2020
355,Woroba,Samba,2022-12-03,297.25,383.03,22.88,34.97,68.05,2.81,2020
356,Woroba,Eucalyptus,2022-06-15,17.57,6.05,15.09,30.36,74.47,7.39,2020
356,Woroba,Eucalyptus,2022-12-30,279.27,6.05,15.09,30.36,74.47,7.39,2020
356,Woroba,Eucalyptus,2023-10-31,333.39,6.05,15.09,30.36,74.47,7.39,2020
356,Woroba,Eucalyptus,2024-09-17,89.68,6.05,15.09,30.36,74.47,7.39,2020
357,Yamoussoukro,Cacao,2024-08-24,262.99,19.67,16.22,31.78,69.05,5.67,2020
358,Yamoussoukro,Café,2019-08-27,481.98,5.68,19.69,25.84,71.71,3.81,2020
358,Yamoussoukro,Café,2019-12-22,85.64,5.68,19.69,25.84,71.71,3.81,2020
358,Yamoussoukro,Café,2020-02-05,463.53,5.68,19.69,25.84,71.71,3.81,2020
358,Yamoussoukro,Café,2020-05-02,66.27,5.68,19.69,25.84,71.71,3.81,2020
358,Yamoussoukro,Café,2021-06-27,196.05,5.68,19.69,25.84,71.71,3.81,2020
358,Yamoussoukro,Café,2021-12-03,281.63,5.68,19.69,25.84,71.71,3.81,2020
358,Yamoussoukro,Café,2022-11-15,250.89,5.68,19.69,25.84,71.71,3.81,2020
358,Yamoussoukro,Café,2023-09-28,273.18,5.68,19.69,25.84,71.71,3.81,2020
358,Yamoussoukro,Café,2023-12-04,46.82,5.68,19.69,25.84,71.71,3.81,2020
358,Yamoussoukro,Café,2024-01-03,389.82,5.68,19.69,25.84,71.71,3.81,2020
359,Yamoussoukro,Palmier à huile,2020-10-26,435.55,326.58,24.38,38.07,87.06,4.15,2020
359,Yamoussoukro,Palmier à huile,2021-05-09,217.82,326.58,24.38,38.07,87.06,4.15,2020
359,Yamoussoukro,Palmier à huile,2021-11-13,225.1,326.58,24.38,38.07,87.06,4.15,2020
359,Yamoussoukro,Palmier à huile,2023-05-23,475.53,326.58,24.38,38.07,87.06,4.15,2020
359,Yamoussoukro,Palmier à huile,2024-04-17,206.37,326.58,24.38,38.07,87.06,4.15,2020
359,Yamoussoukro,Palmier à huile,2024-10-16,399.64,326.58,24.38,38.07,87.06,4.15,2020
360,Yamoussoukro,Hévéa,2019-02-14,48.09,249.18,19.19,38.72,78.89,3.99,2020
360,Yamoussoukro,Hévéa,2021-02-17,93.73,249.18,19.19,38.72,78.89,3.99,2020
360,Yamoussoukro,Hévéa,2021-07-16,326.13,249.18,19.19,38.72,78.89,3.99,2020
360,Yamoussoukro,Hévéa,2022-10-09,427.06,249.18,19.19,38.72,78.89,3.99,2020
360,Yamoussoukro,Hévéa,2023-02-23,230.91,249.18,19.19,38.72,78.89,3.99,2020
360,Yamoussoukro,Hévéa,2023-12-22,132.15,249.18,19.19,38.72,78.89,3.99,2020
360,Yamoussoukro,Hévéa,2024-08-19,251.33,249.18,19.19,38.72,78.89,3.99,2020
360,Yamoussoukro,Hévéa,2024-12-05,259.2,249.18,19.19,38.72,78.89,3.99,2020
361,Yamoussoukro,Anacardier,2022-03-27,35.32,436.66,21.36,36.42,88.68,2.45,2020
362,Yamoussoukro,Mangue,2019-05-25,493.24,327.26,17.73,39.26,60.91,3.13,2020
362,Yamoussoukro,Mangue,2020-08-31,21.91,327.26,17.73,39.26,60.91,3.13,2020
362,Yamoussoukro,Mangue,2022-05-12,477.88,327.26,17.73,39.26,60.91,3.13,2020
362,Yamoussoukro,Mangue,2024-02-22,375.27,327.26,17.73,39.26,60.91,3.13,2020
363,Yamoussoukro,Goyave,2019-06-26,51.21,416.22,17.12,27.73,99.2,1.63,2020
363,Yamoussoukro,Goyave,2021-02-02,256.33,416.22,17.12,27.73,99.2,1.63,2020
363,Yamoussoukro,Goyave,2021-12-27,282.05,416.22,17.12,27.73,99.2,1.63,2020
363,Yamoussoukro,Goyave,2023-07-07,215.27,416.22,17.12,27.73,99.2,1.63,2020
363,Yamoussoukro,Goyave,2024-05-05,423.99,416.22,17.12,27.73,99.2,1.63,2020
364,Yamoussoukro,Papaye,2019-12-11,76.82,418.52,17.79,34.64,77.8,1.85,2020
364,Yamoussoukro,Papaye,2021-08-04,110.52,418.52,17.79,34.64,77.8,1.85,2020
364,Yamoussoukro,Papaye,2023-11-30,289.33,418.52,17.79,34.64,77.8,1.85,2020
364,Yamoussoukro,Papaye,2024-06-04,362.82,418.52,17.79,34.64,77.8,1.85,2020
365,Yamoussoukro,Cocotier,2020-03-09,33.01,379.13,15.25,25.33,68.48,8.67,2020
365,Yamoussoukro,Cocotier,2020-03-24,329.85,379.13,15.25,25.33,68.48,8.67,2020
365,Yamoussoukro,Cocotier,2021-10-29,29.98,379.13,15.25,25.33,68.48,8.67,2020
365,Yamoussoukro,Cocotier,2022-09-14,365.78,379.13,15.25,25.33,68.48,8.67,2020
365,Yamoussoukro,Cocotier,2024-05-15,136.54,379.13,15.25,25.33,68.48,8.67,2020
365,Yamoussoukro,Cocotier,2024-11-11,260.72,379.13,15.25,25.33,68.48,8.67,2020
365,Yamoussoukro,Cocotier,2024-12-07,167.82,379.13,15.25,25.33,68.48,8.67,2020
366,Yamoussoukro,Teck,2019-02-17,254.24,310.04,20.33,38.41,60.58,1.87,2020
366,Yamoussoukro,Teck,2021-09-14,229.74,310.04,20.33,38.41,60.58,1.87,2020
366,Yamoussoukro,Teck,2022-01-12,126.44,310.04,20.33,38.41,60.58,1.87,2020
366,Yamoussoukro,Teck,2024-07-25,241.07,310.04,20.33,38.41,60.58,1.87,2020
367,Yamoussoukro,Acajou,2019-06-25,14.51,344.07,19.38,28.82,67.68,8.94,2020
367,Yamoussoukro,Acajou,2020-04-23,390.44,344.07,19.38,28.82,67.68,8.94,2020
367,Yamoussoukro,Acajou,2022-08-25,184.28,344.07,19.38,28.82,67.68,8.94,2020
367,Yamoussoukro,Acajou,2023-03-14,291.49,344.07,19.38,28.82,67.68,8.94,2020
367,Yamoussoukro,Acajou,2023-03-16,219.28,344.07,19.38,28.82,67.68,8.94,2020
367,Yamoussoukro,Acajou,2024-06-01,309.74,344.07,19.38,28.82,67.68,8.94,2020
367,Yamoussoukro,Acajou,2024-09-23,251.96,344.07,19.38,28.82,67.68,8.94,2020
368,Yamoussoukro,Iroko,2019-10-02,483.66,494.98,18.22,37.15,76.22,4.18,2020
368,Yamoussoukro,Iroko,2019-11-29,18.87,494.98,18.22,37.15,76.22,4.18,2020
368,Yamoussoukro,Iroko,2021-01-21,62.51,494.98,18.22,37.15,76.22,4.18,2020
368,Yamoussoukro,Iroko,2022-12-04,367.21,494.98,18.22,37.15,76.22,4.18,2020
368,Yamoussoukro,Iroko,2023-03-27,207.71,494.98,18.22,37.15,76.22,4.18,2020
368,Yamoussoukro,Iroko,2023-09-16,118.77,494.98,18.22,37.15,76.22,4.18,2020
368,Yamoussoukro,Iroko,2024-12-22,147.67,494.98,18.22,37.15,76.22,4.18,2020
369,Yamoussoukro,Samba,2019-06-03,434.1,173.05,24.76,34.61,85.06,8.05,2020
369,Yamoussoukro,Samba,2020-12-12,401.96,173.05,24.76,34.61,85.06,8.05,2020
369,Yamoussoukro,Samba,2021-07-03,68.68,173.05,24.76,34.61,85.06,8.05,2020
369,Yamoussoukro,Samba,2021-10-01,282.81,173.05,24.76,34.61,85.06,8.05,2020
369,Yamoussoukro,Samba,2023-10-17,86.44,173.05,24.76,34.61,85.06,8.05,2020
369,Yamoussoukro,Samba,2023-11-29,65.49,173.05,24.76,34.61,85.06,8.05,2020
369,Yamoussoukro,Samba,2024-03-30,320.43,173.05,24.76,34.61,85.06,8.05,2020
370,Yamoussoukro,Eucalyptus,2019-03-25,24.95,174.41,16.11,37.12,90.35,2.7,2020
370,Yamoussoukro,Eucalyptus,2020-01-27,455.57,174.41,16.11,37.12,90.35,2.7,2020
370,Yamoussoukro,Eucalyptus,2021-03-18,137.12,174.41,16.11,37.12,90.35,2.7,2020
370,Yamoussoukro,Eucalyptus,2022-05-06,62.23,174.41,16.11,37.12,90.35,2.7,2020
370,Yamoussoukro,Eucalyptus,2023-05-16,348.29,174.41,16.11,37.12,90.35,2.7,2020
370,Yamoussoukro,Eucalyptus,2024-01-19,114.05,174.41,16.11,37.12,90.35,2.7,2020
370,Yamoussoukro,Eucalyptus,2024-10-08,205.27,174.41,16.11,37.12,90.35,2.7,2020
371,Zanzan,Cacao,2020-06-04,274.91,25.99,20.41,35.64,79.33,5.08,2020
371,Zanzan,Cacao,2020-06-23,365.6,25.99,20.41,35.64,79.33,5.08,2020
371,Zanzan,Cacao,2020-08-02,313.95,25.99,20.41,35.64,79.33,5.08,2020
371,Zanzan,Cacao,2023-10-05,345.27,25.99,20.41,35.64,79.33,5.08,2020
372,Zanzan,Café,2020-10-02,431.76,460.44,15.61,29.15,76.95,9.21,2020
372,Zanzan,Café,2023-12-01,335.95,460.44,15.61,29.15,76.95,9.21,2020
373,Zanzan,Palmier à huile,2021-09-08,169.41,326.58,24.38,38.07,86.59,2.8,2020
373,Zanzan,Palmier à huile,2024-06-20,232.73,326.58,24.38,38.07,86.59,2.8,2020
373,Zanzan,Palmier à huile,2024-12-07,446.23,326.58,24.38,38.07,86.59,2.8,2020
374,Zanzan,Hévéa,2019-10-24,396.91,6.05,15.09,30.36,68.11,3.43,2020
374,Zanzan,Hévéa,2020-05-10,339.07,6.05,15.09,30.36,68.11,3.43,2020
374,Zanzan,Hévéa,2021-03-01,273.32,6.05,15.09,30.36,68.11,3.43,2020
374,Zanzan,Hévéa,2022-11-30,405.65,6.05,15.09,30.36,68.11,3.43,2020
375,Zanzan,Anacardier,2020-01-10,301.12,212.07,22.36,39.02,77.58,7.5,2020
375,Zanzan,Anacardier,2021-01-24,260.27,212.07,22.36,39.02,77.58,7.5,2020
375,Zanzan,Anacardier,2022-08-08,219.5,212.07,22.36,39.02,77.58,7.5,2020
375,Zanzan,Anacardier,2024-07-26,271.4,212.07,22.36,39.02,77.58,7.5,2020
376,Zanzan,Mangue,2020-05-15,66.78,35.89,21.83,28.63,63.12,9.58,2020
376,Zanzan,Mangue,2021-12-24,142.71,35.89,21.83,28.63,63.12,9.58,2020
376,Zanzan,Mangue,2022-10-25,335.87,35.89,21.83,28.63,63.12,9.58,2020
376,Zanzan,Mangue,2023-03-11,432.92,35.89,21.83,28.63,63.12,9.58,2020
376,Zanzan,Mangue,2023-04-22,449.42,35.89,21.83,28.63,63.12,9.58,2020
376,Zanzan,Mangue,2024-01-11,81.0,35.89,21.83,28.63,63.12,9.58,2020
377,Zanzan,Goyave,2019-12-08,410.83,331.75,15.05,27.41,79.41,1.47,2020
377,Zanzan,Goyave,2023-01-12,498.47,331.75,15.05,27.41,79.41,1.47,2020
377,Zanzan,Goyave,2023-08-24,99.14,331.75,15.05,27.41,79.41,1.47,2020
378,Zanzan,Papaye,2022-04-14,85.14,65.86,23.65,27.36,69.62,6.21,2020
378,Zanzan,Papaye,2024-05-14,266.14,65.86,23.65,27.36,69.62,6.21,2020
379,Zanzan,Cocotier,2019-03-08,42.2,58.04,15.46,25.61,92.89,7.91,2020
379,Zanzan,Cocotier,2019-11-09,28.3,58.04,15.46,25.61,92.89,7.91,2020
379,Zanzan,Cocotier,2020-06-05,399.46,58.04,15.46,25.61,92.89,7.91,2020
379,Zanzan,Cocotier,2022-02-08,315.88,58.04,15.46,25.61,92.89,7.91,2020
379,Zanzan,Cocotier,2022-08-22,181.79,58.04,15.46,25.61,92.89,7.91,2020
379,Zanzan,Cocotier,2022-10-13,239.66,58.04,15.46,25.61,92.89,7.91,2020
379,Zanzan,Cocotier,2022-10-16,187.91,58.04,15.46,25.61,92.89,7.91,2020
380,Zanzan,Teck,2019-01-25,236.38,436.06,24.32,33.48,83.31,7.9,2020
380,Zanzan,Teck,2019-05-22,23.28,436.06,24.32,33.48,83.31,7.9,2020
380,Zanzan,Teck,2019-08-18,249.83,436.06,24.32,33.48,83.31,7.9,2020
380,Zanzan,Teck,2019-10-30,78.66,436.06,24.32,33.48,83.31,7.9,2020
380,Zanzan,Teck,2021-05-11,461.21,436.06,24.32,33.48,83.31,7.9,2020
380,Zanzan,Teck,2022-05-14,485.1,436.06,24.32,33.48,83.31,7.9,2020
380,Zanzan,Teck,2022-12-07,38.2,436.06,24.32,33.48,83.31,7.9,2020
380,Zanzan,Teck,2024-10-14,215.6,436.06,24.32,33.48,83.31,7.9,2020
381,Zanzan,Acajou,2019-12-17,448.01,373.72,19.74,25.87,80.05,5.18,2020
381,Zanzan,Acajou,2020-06-02,320.37,373.72,19.74,25.87,80.05,5.18,2020
381,Zanzan,Acajou,2021-06-29,354.48,373.72,19.74,25.87,80.05,5.18,2020
381,Zanzan,Acajou,2022-04-15,379.16,373.72,19.74,25.87,80.05,5.18,2020
381,Zanzan,Acajou,2022-09-22,44.58,373.72,19.74,25.87,80.05,5.18,2020
381,Zanzan,Acajou,2023-08-19,294.81,373.72,19.74,25.87,80.05,5.18,2020
381,Zanzan,Acajou,2023-09-20,218.46,373.72,19.74,25.87,80.05,5.18,2020
382,Zanzan,Iroko,2020-07-12,426.12,29.76,21.04,35.3,83.34,6.46,2020
382,Zanzan,Iroko,2020-12-15,215.2,29.76,21.04,35.3,83.34,6.46,2020
382,Zanzan,Iroko,2022-01-20,28.07,29.76,21.04,35.3,83.34,6.46,2020
382,Zanzan,Iroko,2024-03-05,99.09,29.76,21.04,35.3,83.34,6.46,2020
383,Zanzan,Samba,2020-08-22,264.27,127.32,21.82,36.4,73.66,4.3,2020
383,Zanzan,Samba,2021-12-16,412.71,127.32,21.82,36.4,73.66,4.3,2020
383,Zanzan,Samba,2022-09-02,446.36,127.32,21.82,36.4,73.66,4.3,2020
383,Zanzan,Samba,2023-01-17,264.95,127.32,21.82,36.4,73.66,4.3,2020
383,Zanzan,Samba,2023-08-11,438.21,127.32,21.82,36.4,73.66,4.3,2020
383,Zanzan,Samba,2024-07-20,15.31,127.32,21.82,36.4,73.66,4.3,2020
384,Zanzan,Eucalyptus,2023-08-04,448.65,368.75,19.52,28.37,88.17,6.72,2020
385,Abidjan,Cacao,2023-04-26,311.35,172.85,16.82,38.63,66.11,5.77,2021
385,Abidjan,Cacao,2023-08-20,141.35,172.85,16.82,38.63,66.11,5.77,2021
385,Abidjan,Cacao,2024-03-27,301.74,172.85,16.82,38.63,66.11,5.77,2021
386,Abidjan,Café,2019-06-26,114.35,448.39,19.74,35.01,75.18,6.22,2021
386,Abidjan,Café,2019-12-01,253.65,448.39,19.74,35.01,75.18,6.22,2021
386,Abidjan,Café,2019-12-22,99.87,448.39,19.74,35.01,75.18,6.22,2021
386,Abidjan,Café,2020-04-11,153.86,448.39,19.74,35.01,75.18,6.22,2021
386,Abidjan,Café,2020-08-12,147.66,448.39,19.74,35.01,75.18,6.22,2021
386,Abidjan,Café,2020-10-14,118.83,448.39,19.74,35.01,75.18,6.22,2021
386,Abidjan,Café,2021-03-25,264.23,448.39,19.74,35.01,75.18,6.22,2021
386,Abidjan,Café,2021-05-17,483.16,448.39,19.74,35.01,75.18,6.22,2021
386,Abidjan,Café,2023-04-11,65.6,448.39,19.74,35.01,75.18,6.22,2021
387,Abidjan,Palmier à huile,2020-03-22,455.14,390.66,20.78,27.2,92.68,1.36,2021
387,Abidjan,Palmier à huile,2020-07-21,302.45,390.66,20.78,27.2,92.68,1.36,2021
387,Abidjan,Palmier à huile,2022-08-01,410.44,390.66,20.78,27.2,92.68,1.36,2021
388,Abidjan,Hévéa,2019-04-24,328.32,230.27,23.42,35.93,95.68,1.53,2021
388,Abidjan,Hévéa,2021-08-17,68.22,230.27,23.42,35.93,95.68,1.53,2021
388,Abidjan,Hévéa,2021-09-22,360.15,230.27,23.42,35.93,95.68,1.53,2021
388,Abidjan,Hévéa,2022-02-08,22.92,230.27,23.42,35.93,95.68,1.53,2021
388,Abidjan,Hévéa,2022-03-14,420.78,230.27,23.42,35.93,95.68,1.53,2021
388,Abidjan,Hévéa,2023-06-13,342.01,230.27,23.42,35.93,95.68,1.53,2021
388,Abidjan,Hévéa,2023-06-29,101.39,230.27,23.42,35.93,95.68,1.53,2021
389,Abidjan,Anacardier,2019-08-21,309.2,28.19,23.65,37.19,95.15,2.4,2021
389,Abidjan,Anacardier,2019-11-11,154.28,28.19,23.65,37.19,95.15,2.4,2021
389,Abidjan,Anacardier,2020-01-08,198.11,28.19,23.65,37.19,95.15,2.4,2021
389,Abidjan,Anacardier,2023-07-03,318.18,28.19,23.65,37.19,95.15,2.4,2021
390,Abidjan,Mangue,2019-12-28,347.32,276.25,20.2,27.14,81.62,2.81,2021
390,Abidjan,Mangue,2020-10-05,106.03,276.25,20.2,27.14,81.62,2.81,2021
390,Abidjan,Mangue,2021-06-24,94.87,276.25,20.2,27.14,81.62,2.81,2021
390,Abidjan,Mangue,2021-11-26,192.29,276.25,20.2,27.14,81.62,2.81,2021
390,Abidjan,Mangue,2022-09-01,319.6,276.25,20.2,27.14,81.62,2.81,2021
390,Abidjan,Mangue,2024-06-10,220.21,276.25,20.2,27.14,81.62,2.81,2021
391,Abidjan,Goyave,2021-01-15,194.87,120.95,15.12,32.03,88.11,1.61,2021
